species,fastq,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Streptococcus acidominimus,21,21,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus acidominimus
Mahella australiensis,21,21,Bacteria,Bacteria_none,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family IV. Incertae Sedis,Mahella,Bacteria;Bacteria_none;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family IV. Incertae Sedis;Mahella;Mahella australiensis
Faecalitalea cylindroides,21,21,Bacteria,Bacteria_none,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Bacteria;Bacteria_none;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;Faecalitalea cylindroides
Acidovorax sp. RAC01,21,21,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. RAC01
Sesamum indicum,21,21,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Pedaliaceae,Sesamum,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Lamiales;Pedaliaceae;Sesamum;Sesamum indicum
Brachypodium distachyon,21,21,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Brachypodium,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Brachypodium;Brachypodium distachyon
Prunus mume,21,21,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Prunus;Prunus mume
Clostridium sp. C1,20,20,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. C1
Clostridioides sp. ES-S-0054-01,20,20,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Clostridioides,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Clostridioides;Clostridioides sp. ES-S-0054-01
Selenomonas ruminantium,20,20,Bacteria,Bacteria_none,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Bacteria;Bacteria_none;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas ruminantium
Porphyromonas cangingivalis,20,20,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas cangingivalis
Desulfovibrio desulfuricans,20,20,Bacteria,Bacteria_none,Pseudomonadota,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Bacteria;Bacteria_none;Pseudomonadota;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio desulfuricans
Arabidopsis thaliana,20,20,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Arabidopsis;Arabidopsis thaliana
